entry_id,sense_id,ex_id,example_alt_raw,example_alt_norm,example_ru,source_note,raw_line
6362,1,1,"Jааназы оны карган кула атка öҥöрип алала, кайдаар да ыраак аржан- дарга апарган","jааназы оны карган кула атка öҥöрип алала, кайдаар да ыраак аржан- дарга апарган","Бабушка, поса- див его на старую саврасую лошадь впереди себя, повезла куда-то на дальние святые ис- точники",Л. Кокышев,"Jааназы оны карган кула атка öҥöрип алала, кайдаар да ыраак аржан- дарга апарган (Л. Кокышев) Бабушка, поса- див его на старую саврасую лошадь впереди себя, повезла куда-то на дальние святые ис- точники"
6364,1,1,"Бажы айланып, чыкчыттары типилдеп, кулактары шуулай берди","бажы айланып, чыкчыттары типилдеп, кулактары шуулай берди","Закружилась голова, в висках застучало, в ушах зашумело",Д. Каинчин,"Бажы айланып, чыкчыттары типилдеп, кулактары шуулай берди (Д. Каинчин) Закружилась голова, в висках застучало, в ушах зашумело"
6370,1,1,"Эмди кыш болзо, ÿйиле кожо гаражка кочегар болор, јайгыда тракторло öлöҥ чабар, кÿскиде кулаш эдер","эмди кыш болзо, ÿйиле кожо гаражка кочегар болор, јайгыда тракторло öлöҥ чабар, кÿскиде кулаш эдер","Теперь, когда будет зима, вместе со своей женой будет кочегаром в гараже, летом будет косить сено трактором, осенью — складывать поленницу",Д. Каинчин,"Эмди кыш болзо, ÿйиле кожо гаражка кочегар болор, јайгыда тракторло öлöҥ чабар, кÿскиде кулаш эдер (Д. Каинчин) Теперь, когда будет зима, вместе со своей женой будет кочегаром в гараже, летом будет косить сено трактором, осенью — складывать поленницу"
6370,2,2,Jетен кулаш куйрукту Кы- зыл тÿлкÿ бар эмтир,jетен кулаш куйрукту кы- зыл тÿлкÿ бар эмтир,"Оказывается, есть рыжая лисица, С семидесятисаженным хво- стом",АБ,"Jетен кулаш куйрукту Кы- зыл тÿлкÿ бар эмтир (АБ) Оказывается, есть рыжая лисица, С семидесятисаженным хво- стом"
6370,2,3,"Jе арт-учында бир тоормошты эки кулаш эдип кезеле, эмеш-убаш јандайла, кондыргылап салгылаган","jе арт-учында бир тоормошты эки кулаш эдип кезеле, эмеш-убаш јандайла, кондыргылап салгылаган","Но в конце концов, отрезав один столб размером в две сажени, немного выстрогав, поставили",Д. Каинчин,"Jе арт-учында бир тоормошты эки кулаш эдип кезеле, эмеш-убаш јандайла, кондыргылап салгылаган (Д. Каинчин) Но в конце концов, отрезав один столб размером в две сажени, немного выстрогав, поставили"
6370,2,4,"у выдры хвост — вершок jаан тура тудар, кулашка ÿзеери одын кулаштаар","у выдры хвост — вершок jаан тура тудар, кулашка ÿзеери одын кулаштаар","Теперь почти каждый человек строит большой дом, складывает дрова в лишние поленницы",Б. Укачин,"у выдры хвост — вершок jаан тура тудар, кулашка ÿзеери одын кулаштаар (Б. Укачин) Теперь почти каждый человек строит большой дом, складывает дрова в лишние поленницы"
6375,1,1,"Ойрот каандар алтай албатыны кулданза да, алтай тилин билбес","ойрот каандар алтай албатыны кулданза да, алтай тилин билбес","Ойротские ханы, хотя и эксплуатируют алтайцев, не знают их языка",В. Енчинов,"Ойрот каандар алтай албатыны кулданза да, алтай тилин билбес (В. Енчинов) Ойротские ханы, хотя и эксплуатируют алтайцев, не знают их языка"
6375,1,2,Айдуга экелген улусты ол кулданып алды,айдуга экелген улусты ол кулданып алды,Пригнанных людей он сделал своими рабами,И. Шодоев,Айдуга экелген улусты ол кулданып алды (И. Шодоев) Пригнанных людей он сделал своими рабами
6378,1,1,Карчага кулдатпаска албаданган,карчага кулдатпаска албаданган,Карчага старался не быть порабощённым,И. Шодоев,Карчага кулдатпаска албаданган (И. Шодоев) Карчага старался не быть порабощённым
6380,1,1,"Jалбыш- јеерен айгыр кулды ― Jердиҥ, сууныҥ ээзи болтыр","jалбыш- јеерен айгыр кулды ― jердиҥ, сууныҥ ээзи болтыр","Огненно-рыжий самец же- ребёнок Был, оказывается, хозяином земли, реки",АБ,"Jалбыш- јеерен айгыр кулды ― Jердиҥ, сууныҥ ээзи болтыр (АБ) Огненно-рыжий самец же- ребёнок Был, оказывается, хозяином земли, реки"
6381,1,1,"Экÿ ойногыларыгар: кулдыштар болуп јарыжарыгар, курааштар болуп сÿзÿжеригер","экÿ ойногыларыгар: кулдыштар болуп јарыжарыгар, курааштар болуп сÿзÿжеригер","Будете вместе играть: как жеребята будете бегать наперегонки, как ягнята будете бодаться",Д. Каинчин,"Экÿ ойногыларыгар: кулдыштар болуп јарыжарыгар, курааштар болуп сÿзÿжеригер (Д. Каинчин) Будете вместе играть: как жеребята будете бегать наперегонки, как ягнята будете бодаться"
6382,2,1,Карабаштыҥ энези акчаны тере кулјаа баштыкка сукты,карабаштыҥ энези акчаны тере кулјаа баштыкка сукты,"Мама Кара- баша засунула деньги в кожаный, расшитый орнаментом мешочек",Л. Кокышев,"Карабаштыҥ энези акчаны тере кулјаа баштыкка сукты (Л. Кокышев) Мама Кара- баша засунула деньги в кожаный, расшитый орнаментом мешочек"
6383,1,1,"Кызыл булгайрыдаҥ кеелеп, кулjалап, карганак тажуур кöктöп кожоҥдойт","кызыл булгайрыдаҥ кеелеп, кулjалап, карганак тажуур кöктöп кожоҥдойт","Старушка поёт, пошивая тажуур (кожанный сосуд), украшая его орнаментом из тонкой кожи",А. Ередеев,"Кызыл булгайрыдаҥ кеелеп, кулjалап, карганак тажуур кöктöп кожоҥдойт (А. Ередеев) Старушка поёт, пошивая тажуур (кожанный сосуд), украшая его орнаментом из тонкой кожи"
6386,1,1,Култур мекечи кижи куйругы узун тӱлкӱдий,култур мекечи кижи куйругы узун тӱлкӱдий,"У хитрого обманщика хвост длинный, как у лисы",М. Чевалков,"Култур мекечи кижи куйругы узун тӱлкӱдий (М. Чевалков) У хитрого обманщика хвост длинный, как у лисы"
6387,1,1,сол колыныҥ култыгы культя - бӱдӱп калган,сол колыныҥ култыгы культя - бӱдӱп калган,"Кончик пальца искалечен, зажил без ногтя",Д. Каинчин,"сол колыныҥ култыгы культя - бӱдӱп калган (Д. Каинчин) Кончик пальца искалечен, зажил без ногтя"
6388,2,1,"Калыгылап турган кулугурлар [кураандар] энелерин эмгилеп алган, тойу болбайсын","калыгылап турган кулугурлар [кураандар] энелерин эмгилеп алган, тойу болбайсын","Скачущие сорванцы [ягнята], высосавшие своих мам, наверное, сыты",Д. Каинчин,"Калыгылап турган кулугурлар [кураандар] энелерин эмгилеп алган, тойу болбайсын (Д. Каинчин) Скачущие сорванцы [ягнята], высосавшие своих мам, наверное, сыты"
6389,1,1,Анда-мында кулузын сарбайышкан öзöт,анда-мында кулузын сарбайышкан öзöт,"Там и сям, торча, растёт тростник",Д. Каинчин,"Анда-мында кулузын сарбайышкан öзöт (Д. Каинчин) Там и сям, торча, растёт тростник"
6390,1,1,"Кулуны беелер ортодо ойноп, маҥтайт","кулуны беелер ортодо ойноп, маҥтайт","Жеребенок [её] среди кобыл, резвясь, скачет",АБ,"Кулуны беелер ортодо ойноп, маҥтайт (АБ) Жеребенок [её] среди кобыл, резвясь, скачет"
6390,1,2,Кайда да аркаларда jÿрген малда jаш кулунныҥ öткÿн-öткÿн киштеп ийгени угулат,кайда да аркаларда jÿрген малда jаш кулунныҥ öткÿн-öткÿн киштеп ийгени угулат,"Где- то в табуне, находящемся в лесу, слышно пронзительное ржание жеребёнка-сосунка",Л. Кокышев,"Кайда да аркаларда jÿрген малда jаш кулунныҥ öткÿн-öткÿн киштеп ийгени угулат (Л. Кокышев) Где- то в табуне, находящемся в лесу, слышно пронзительное ржание жеребёнка-сосунка"
6391,1,1,"Адам ээртеп турган сур бее эрте jаста, тулаан айдыҥ учында, кулундаган","адам ээртеп турган сур бее эрте jаста, тулаан айдыҥ учында, кулундаган","Сере- бристая кобыла, которую обычно седлает отец, ожеребилась ранней весной, в конце марта",И. Сабашкин,"Адам ээртеп турган сур бее эрте jаста, тулаан айдыҥ учында, кулундаган (И. Сабашкин) Сере- бристая кобыла, которую обычно седлает отец, ожеребилась ранней весной, в конце марта"
6394,1,1,"Jайгы кижи эт jип турган эмес, кулурды, чайды кöптöҥ кородор не","jайгы кижи эт jип турган эмес, кулурды, чайды кöптöҥ кородор не","Ведь летом (букв. летний) человек не ест мясо, поэтому муку и чай тратит помногу",Д. Каинчин,"Jайгы кижи эт jип турган эмес, кулурды, чайды кöптöҥ кородор не (Д. Каинчин) Ведь летом (букв. летний) человек не ест мясо, поэтому муку и чай тратит помногу"
6395,1,1,"Энези ол маҥырды бир эмеш кулурлап, ботко кайнадып бер- -","энези ол маҥырды бир эмеш кулурлап, ботко кайнадып бер- -","Когда их мама, обваляв тот ди- кий лук в муке, варила похлёбку, мальчикам казалось, что вкуснее той еды нет ничего на свете",Л. Кокышев,"Энези ол маҥырды бир эмеш кулурлап, ботко кайнадып бер- - (Л. Кокышев) Когда их мама, обваляв тот ди- кий лук в муке, варила похлёбку, мальчикам казалось, что вкуснее той еды нет ничего на свете"
6396,1,1,"Культураҥ ас бол- зо, бис сени чÿрче ле ÿредип ийерис","культураҥ ас бол- зо, бис сени чÿрче ле ÿредип ийерис","Если у тебя мало культуры, мы тебя тотчас же научим",Л. Ко- кышев,"Культураҥ ас бол- зо, бис сени чÿрче ле ÿредип ийерис (Л. Ко- кышев) Если у тебя мало культуры, мы тебя тотчас же научим"
6397,1,1,Тиштеринде кумак кыjыражат,тиштеринде кумак кыjыражат,В зубах скрипит песок,Д. Каинчин,Тиштеринде кумак кыjыражат (Д. Каинчин) В зубах скрипит песок
6397,1,2,"Кумактагы истер чилеп, санаамнаҥ ончозы арчылып калды","кумактагы истер чилеп, санаамнаҥ ончозы арчылып калды","Словно следы на песке, всё стёрлось с памя- ти",Б. Бедюров,"Кумактагы истер чилеп, санаамнаҥ ончозы арчылып калды (Б. Бедюров) Словно следы на песке, всё стёрлось с памя- ти"
6398,1,1,Сай кумакту бу јердеҥ Сарбайып öлöҥ чыкпайтыр. Куу кумакту ол јердеҥ Кулузын öлöҥ öспöйтир,сай кумакту бу јердеҥ сарбайып öлöҥ чыкпайтыр. куу кумакту ол јердеҥ кулузын öлöҥ öспöйтир,"На этой земле с галечным песком, Оказывается, распускаясь, трава не выросла. На той земле с бледным песком, Оказывается, Тростниковая трава не выросла",АБ,"Сай кумакту бу јердеҥ Сарбайып öлöҥ чыкпайтыр. Куу кумакту ол јердеҥ Кулузын öлöҥ öспöйтир (АБ) На этой земле с галечным песком, Оказывается, распускаясь, трава не выросла. На той земле с бледным песком, Оказывается, Тростниковая трава не выросла"
6405,2,1,Кара кумдус бöрÿгин калкызына салып алды,кара кумдус бöрÿгин калкызына салып алды,Чёрную бобровую шапку на голову напялил,АБ,Кара кумдус бöрÿгин калкызына салып алды (АБ) Чёрную бобровую шапку на голову напялил
6409,1,1,"Тöрт кунајын сойдырды, Коркушту јаан той этти","тöрт кунајын сойдырды, коркушту јаан той этти","Заставил за- колоть четырёх тёлок двух лет, Устроил очень большую свадьбу",АБ,"Тöрт кунајын сойдырды, Коркушту јаан той этти (АБ) Заставил за- колоть четырёх тёлок двух лет, Устроил очень большую свадьбу"
6410,1,1,Бу кунанды Каака кÿскиде этке тÿжÿрген,бу кунанды каака кÿскиде этке тÿжÿрген,Этого двухгодовалого бычка Каака осенью пустил на мясо,Д. Каинчин,Бу кунанды Каака кÿскиде этке тÿжÿрген (Д. Каинчин) Этого двухгодовалого бычка Каака осенью пустил на мясо
6411,1,1,"Чичке, кичинек, кунтрак кайыҥдардаҥ öскö, не де мында öспöй јат","чичке, кичинек, кунтрак кайыҥдардаҥ öскö, не де мында öспöй јат","Кроме тонких, маленьких, чахлых берёз ничего здесь не растёт",Д. Каинчин,"Чичке, кичинек, кунтрак кайыҥдардаҥ öскö, не де мында öспöй јат (Д. Каинчин) Кроме тонких, маленьких, чахлых берёз ничего здесь не растёт"
6411,2,2,"Карабаштыҥ алдына кунтрак чачту, шый- бык уул отура тӱшти","карабаштыҥ алдына кунтрак чачту, шый- бык уул отура тӱшти",Перед Карабашем присел длинный парень с редки- ми волосами беш јылдыктыҥ туркунына каанныҥ уйазы кунтрактай бериптир (И. Шодоев) В течение этих прошедших пяти лет ханское гнездо захирело,Л. Кокышев,"Карабаштыҥ алдына кунтрак чачту, шый- бык уул отура тӱшти (Л. Кокышев) Перед Карабашем присел длинный парень с редки- ми волосами беш јылдыктыҥ туркунына каанныҥ уйазы кунтрактай бериптир (И. Шодоев) В течение этих прошедших пяти лет ханское гнездо захирело"
6413,1,1,Кÿн jаркынду Алтын-Топчы кÿн карыккандый кунугат,кÿн jаркынду алтын-топчы кÿн карыккандый кунугат,"Лучезарная (букв. с солнечным светом) Алтын-Топчы печалится, словно затмившееся солнце",АБ,"Кÿн jаркынду Алтын-Топчы кÿн карыккандый кунугат (АБ) Лучезарная (букв. с солнечным светом) Алтын-Топчы печалится, словно затмившееся солнце"
6413,2,2,"Öдӱп калган јайга кунугып, Кобыда, аркада обоолор тургулаар","öдӱп калган јайга кунугып, кобыда, аркада обоолор тургулаар","Тоскуя по прошедшему лету, В логах и склонах стога будут стоять",Б. Укачин,"Öдӱп калган јайга кунугып, Кобыда, аркада обоолор тургулаар (Б. Укачин) Тоскуя по прошедшему лету, В логах и склонах стога будут стоять"
6415,1,1,Темдек Темеевичтиҥ jобош кöстöринде толо кунукчал,темдек темеевичтиҥ jобош кöстöринде толо кунукчал,В кротких глазах Темдека Темеевича полно тоски,Б. Ука- чин,Темдек Темеевичтиҥ jобош кöстöринде толо кунукчал (Б. Ука- чин) В кротких глазах Темдека Темеевича полно тоски
6416,1,1,Бу jыргалдыҥ ортодо Ак-Кайчы кунукчыл болды,бу jыргалдыҥ ортодо ак-кайчы кунукчыл болды,Среди этого веселья Ак-Кайчи был печален,АБ,Бу jыргалдыҥ ортодо Ак-Кайчы кунукчыл болды (АБ) Среди этого веселья Ак-Кайчи был печален
6416,2,2,"Кунукчыл jуртап jатты, бала берерин jайнап турды","кунукчыл jуртап jатты, бала берерин jайнап турды","Печально жила- поживала, молилась о даровании ребенка",АБ,"Кунукчыл jуртап jатты, бала берерин jайнап турды (АБ) Печально жила- поживала, молилась о даровании ребенка"
6416,2,3,Је олорго бÿгÿн бозулар кабырарга нениҥ де учун кунукчыл болгон,је олорго бÿгÿн бозулар кабырарга нениҥ де учун кунукчыл болгон,Но им сегодня пасти телят почему-то было тоскли- во,Л. Кокышев,Је олорго бÿгÿн бозулар кабырарга нениҥ де учун кунукчыл болгон (Л. Кокышев) Но им сегодня пасти телят почему-то было тоскли- во
6417,1,1,"Карабаш ачынып, кер аттыҥ ба- жын туура тартала, агажыла тöрт-беш катап согордо, кер аттыҥ кунукчылду те- герик кöстöринеҥ jаан-jаан jаштар там- чылай берди","карабаш ачынып, кер аттыҥ ба- жын туура тартала, агажыла тöрт-беш катап согордо, кер аттыҥ кунукчылду те- герик кöстöринеҥ jаан-jаан jаштар там- чылай берди","Когда Карабаш, рассердившись, потянув в сторону узду [букв. голову] гнедого коня, ударил своей палкой четыре-пять раз, из печальных круглых глаз гнедого коня закапали большие-большие слёзы",Л. Кокышев,"Карабаш ачынып, кер аттыҥ ба- жын туура тартала, агажыла тöрт-беш катап согордо, кер аттыҥ кунукчылду те- герик кöстöринеҥ jаан-jаан jаштар там- чылай берди (Л. Кокышев) Когда Карабаш, рассердившись, потянув в сторону узду [букв. голову] гнедого коня, ударил своей палкой четыре-пять раз, из печальных круглых глаз гнедого коня закапали большие-большие слёзы"
6417,2,2,"Паромщик дезе, кынjыда оору ийт чилеп, ээн, эски паромныҥ кырында кунукчыл- ду туруп калган","паромщик дезе, кынjыда оору ийт чилеп, ээн, эски паромныҥ кырында кунукчыл- ду туруп калган","А паромщик, словно больная собака на привязи, тоскливо остался стоять на краю пустого, старого па- рома",Д. Каинчин,"Паромщик дезе, кынjыда оору ийт чилеп, ээн, эски паромныҥ кырында кунукчыл- ду туруп калган (Д. Каинчин) А паромщик, словно больная собака на привязи, тоскливо остался стоять на краю пустого, старого па- рома"
6418,1,1,"Тöрöл чöл канча кӱйбеди, канча кунурабады…","тöрöл чöл канча кӱйбеди, канча кунурабады…","Родная степь сколько горела, сколько высыхала…",Д. Каинчин,"Тöрöл чöл канча кӱйбеди, канча кунурабады…(Д. Каинчин) Родная степь сколько горела, сколько высыхала…"
6418,4,2,"Уйды чала сааза, сӱди кунурай берер","уйды чала сааза, сӱди кунурай берер","Если корову доить не до конца, молоко может исчезнуть",И. Шодоев,"Уйды чала сааза, сӱди кунурай берер (И. Шодоев) Если корову доить не до конца, молоко может исчезнуть"
6419,2,1,Озо - да чыкпас» дежетен,озо - да чыкпас дежетен,"Раньше алтайцы не подпускали барана к овечьему молодняку. Поговаривали: «Овцы-двухлетки будут хилыми, нормальных ягнят-то не будет»",АЧ,"Озо - да чыкпас» дежетен (АЧ) Раньше алтайцы не подпускали барана к овечьему молодняку. Поговаривали: «Овцы-двухлетки будут хилыми, нормальных ягнят-то не будет»"
6424,1,1,"Кургак курларды аҥдандырбай ла јууп, бугулдар эдип салдыс","кургак курларды аҥдандырбай ла јууп, бугулдар эдип салдыс","Сразу же собрав, не переворачивая сухие прокосы, сделали копны",И. Сабашкин,"Кургак курларды аҥдандырбай ла јууп, бугулдар эдип салдыс (И. Сабашкин) Сразу же собрав, не переворачивая сухие прокосы, сделали копны"
6426,2,1,"Мында улустыҥ кöп сабазы ого кураа уулдар, келиндер","мында улустыҥ кöп сабазы ого кураа уулдар, келиндер","Большинство людей здесь одного возраста с ним парни, молодые женщины",Э. Палкин,"Мында улустыҥ кöп сабазы ого кураа уулдар, келиндер (Э. Палкин) Большинство людей здесь одного возраста с ним парни, молодые женщины"
6426,2,2,"♦ бир кураа одного возраста Мениҥ кару ÿÿре-jелелерим, амадашта- рым, кураалаштарым…, канча кирези кайран jÿрÿмин, кара баштарын салды","♦ бир кураа одного возраста мениҥ кару ÿÿре-jелелерим, амадашта- рым, кураалаштарым…, канча кирези кайран jÿрÿмин, кара баштарын салды","Мои дорогие друзья-приятели, мечтатели, сверстники…, сколькие же из них положили свои бедные жизни, чёрные головы",Д. Каинчин,"♦ бир кураа одного возраста Мениҥ кару ÿÿре-jелелерим, амадашта- рым, кураалаштарым…, канча кирези кайран jÿрÿмин, кара баштарын салды (Д. Каинчин) Мои дорогие друзья-приятели, мечтатели, сверстники…, сколькие же из них положили свои бедные жизни, чёрные головы"
6427,1,1,Кыш чыккан кураандар јаандагалак,кыш чыккан кураандар јаандагалак,"Ягнята, родившиеся зимой, ещё не выросли",Д. Каинчин,"Кыш чыккан кураандар јаандагалак (Д. Каинчин) Ягнята, родившиеся зимой, ещё не выросли"
6427,2,2,"Алтайды алкайтан Саламчы- га кураан бöрÿк кийдиргилеп, бир ко- лына аракылу тажуур, бир колына ару суулу экинчи тажуур туттурып бердилер","алтайды алкайтан саламчы- га кураан бöрÿк кийдиргилеп, бир ко- лына аракылу тажуур, бир колына ару суулу экинчи тажуур туттурып бердилер","Надев на голову Саламчи, благословляющего Алтай, ягнячью шапку, дали держать в одной руке сосуд с арачкой (молочной водкой), в другой руке второй сосуд с чистой водой",Л. Кокышев,"Алтайды алкайтан Саламчы- га кураан бöрÿк кийдиргилеп, бир ко- лына аракылу тажуур, бир колына ару суулу экинчи тажуур туттурып бердилер (Л. Кокышев ) Надев на голову Саламчи, благословляющего Алтай, ягнячью шапку, дали держать в одной руке сосуд с арачкой (молочной водкой), в другой руке второй сосуд с чистой водой"
6429,1,1,"Куранныҥ багырганынаҥ эҥирлер сайын арка торгыланып та турза, jе олорды сакып турган тузын jиирге та нениҥ де учун келгилебейт","куранныҥ багырганынаҥ эҥирлер сайын арка торгыланып та турза, jе олорды сакып турган тузын jиирге та нениҥ де учун келгилебейт","Хотя по вечерам и содрогается лес от крика самцов косули, почему-то [они] не приходят есть соль, которая их ждёт",Л. Кокышев,"Куранныҥ багырганынаҥ эҥирлер сайын арка торгыланып та турза, jе олорды сакып турган тузын jиирге та нениҥ де учун келгилебейт (Л. Кокышев) Хотя по вечерам и содрогается лес от крика самцов косули, почему-то [они] не приходят есть соль, которая их ждёт"
6431,1,1,Кураҥы ийттиҥ куйругы Барбайганча се- мирди,кураҥы ийттиҥ куйругы барбайганча се- мирди,"Хвост тощей собаки, Распушив- шись, пожирнел",АБ,"Кураҥы ийттиҥ куйругы Барбайганча се- мирди (АБ) Хвост тощей собаки, Распушив- шись, пожирнел"
6431,2,2,"Ол тушта Анар öскӱс, јокту, кураҥы болгон","ол тушта анар öскӱс, јокту, кураҥы болгон","Тогда Анар была сиротой, ва) Наступило очень голодное и разоритель- ное время…",Э. Палкин,"Ол тушта Анар öскӱс, јокту, кураҥы болгон (Э. Палкин) Тогда Анар была сиротой, ва) Наступило очень голодное и разоритель- ное время…"
6434,1,1,"Эҥирде… от то салбай, соокко кураҥылап, чибиниҥ тöзине јада берген","эҥирде… от то салбай, соокко кураҥылап, чибиниҥ тöзине јада берген","Вечером… даже не растапливая огонь, озябнув от холода, лёг под елью",Э. Палкин,"Эҥирде… от то салбай, соокко кураҥылап, чибиниҥ тöзине јада берген (Э. Палкин) Вечером… даже не растапливая огонь, озябнув от холода, лёг под елью"
6438,1,1,"Сырсак карган öбöгöн курбыйып, ӱшкӱрди","сырсак карган öбöгöн курбыйып, ӱшкӱрди","Худощавый старик, съёжившись, вздохнул",Е. Чапыев,"Сырсак карган öбöгöн курбыйып, ӱшкӱрди (Е. Чапыев) Худощавый старик, съёжившись, вздохнул"
6439,2,1,"Эки кара айулар алтын болуп саргарган, агаш болуп кургаган","эки кара айулар алтын болуп саргарган, агаш болуп кургаган","Два чёрных медведя пожелтели как золото, засохли - сохнуть, высыхать (от болезни, непосильной работы, душевных страданий)",АБ,"Эки кара айулар алтын болуп саргарган, агаш болуп кургаган (АБ) Два чёрных медведя пожелтели как золото, засохли - сохнуть, высыхать (от болезни, непосильной работы, душевных страданий)"
6441,1,1,"От камызып, кургадыныгар!","от камызып, кургадыныгар!","Зажжев огонь, обсушитесь!",Б. Укачин,"От камызып, кургадыныгар! (Б. Укачин) Зажжев огонь, обсушитесь!"
6446,1,1,Тымык jалаҥдардаҥ кургак öлöҥниҥ jыды jытанат,тымык jалаҥдардаҥ кургак öлöҥниҥ jыды jытанат,С безмолвных полей пахнет сухим сеном,Л. Кокышев,Тымык jалаҥдардаҥ кургак öлöҥниҥ jыды jытанат (Л. Кокышев) С безмолвных полей пахнет сухим сеном
6447,1,1,"Кургакка јиген курсак карында узак оок- толбой, јадып калат","кургакка јиген курсак карында узак оок- толбой, јадып калат","Всухомятку съе- денная еда остаётся, не дробясь долго в же- лудке",АЧ,"Кургакка јиген курсак карында узак оок- толбой, јадып калат (АЧ) Всухомятку съе- денная еда остаётся, не дробясь долго в же- лудке"
6448,2,1,"Аттыҥ терин кургатпас, Эрдиҥ сынын амыратпас, Неге мынайып истештигер?","аттыҥ терин кургатпас, эрдиҥ сынын амыратпас, неге мынайып истештигер?","Не давая высушить пот лошади, не позволяя телу храбреца отдохнуть, Чего вы так преследуете?",АБ,"Аттыҥ терин кургатпас, Эрдиҥ сынын амыратпас, Неге мынайып истештигер? (АБ) Не давая высушить пот лошади, не позволяя телу храбреца отдохнуть, Чего вы так преследуете?"
6450,1,1,"Курдак таҥынган баатырлары Кöö тайганыҥ ба- жына Тогус кÿнге улай-телей Jергелей ба- зып, чыгадылар","курдак таҥынган баатырлары кöö тайганыҥ ба- жына тогус кÿнге улай-телей jергелей ба- зып, чыгадылар","Богатыри с завязанны- ми поясами На вершину Угольной тайги В те- чение девяти дней Шагая в ряд, поднимаются",АБ,"Курдак таҥынган баатырлары Кöö тайганыҥ ба- жына Тогус кÿнге улай-телей Jергелей ба- зып, чыгадылар (АБ) Богатыри с завязанны- ми поясами На вершину Угольной тайги В те- чение девяти дней Шагая в ряд, поднимаются"
6452,1,1,"Кене- тийин Кускун-Кер, Кускун чылап, курк этти","кене- тийин кускун-кер, кускун чылап, курк этти","Неожиданно Кускун-Кер [конь], подобно ворону куркнул",АБ,"Кене- тийин Кускун-Кер, Кускун чылап, курк этти (АБ) Неожиданно Кускун-Кер [конь], подобно ворону куркнул"
6454,1,1,"Куркундарыстыҥ баштарын Курч кайчыла кезеле, Кереги jок куш дежип Кара jерге чачкан эди","куркундарыстыҥ баштарын курч кайчыла кезеле, кереги jок куш дежип кара jерге чачкан эди","Концы наших крыльев Обрезав острыми ножницами, Говоря, что ненужная птица, Бросили ведь на чёрную землю",АБ,"Куркундарыстыҥ баштарын Курч кайчыла кезеле, Кереги jок куш дежип Кара jерге чачкан эди (АБ) Концы наших крыльев Обрезав острыми ножницами, Говоря, что ненужная птица, Бросили ведь на чёрную землю"
6454,1,2,"Тууразынаҥ кöрзöҥ, ол куркуны сынык, јаан шыр- калу эмезе кенек кӱртӱк чилеп билди- рер","тууразынаҥ кöрзöҥ, ол куркуны сынык, јаан шыр- калу эмезе кенек кӱртӱк чилеп билди- рер","Если посмотришь со стороны, он покажется сильно раненым или покалеченным тетеревом со сломанным",И. Сабашкин,"Тууразынаҥ кöрзöҥ, ол куркуны сынык, јаан шыр- калу эмезе кенек кӱртӱк чилеп билди- рер (И. Сабашкин) Если посмотришь со стороны, он покажется сильно раненым или покалеченным тетеревом со сломанным"
6458,1,1,"Каркылдап учкан каргаа jок, Куркылдап учкан кускун jок","каркылдап учкан каргаа jок, куркылдап учкан кускун jок","Нет вороны, летевшей, каркая, нет ворона, летев- шего, крича",АБ,"Каркылдап учкан каргаа jок, Куркылдап учкан кускун jок (АБ) Нет вороны, летевшей, каркая, нет ворона, летев- шего, крича"
6460,1,1,"Алтайдыҥ кöпöгöш- кöпöгöш теҥеризиниҥ тӱбиле куркылда- жып, ...турналар ыраак-ыраак јӱре берди- лер","алтайдыҥ кöпöгöш- кöпöгöш теҥеризиниҥ тӱбиле куркылда- жып, ...турналар ыраак-ыраак јӱре берди- лер","Курлыча в глубине синего- синего неба Алтая, ... журавли далеко-далеко улетели",Л. Кокышев,"Алтайдыҥ кöпöгöш- кöпöгöш теҥеризиниҥ тӱбиле куркылда- жып, ...турналар ыраак-ыраак јӱре берди- лер (Л. Кокышев) Курлыча в глубине синего- синего неба Алтая, ... журавли далеко-далеко улетели"
6460,1,2,"Эки кускун куркылдажып, Эки jандап учуп турат","эки кускун куркылдажып, эки jандап учуп турат","Два ворона крича, Летают с двух сторон",АБ,"Эки кускун куркылдажып, Эки jандап учуп турат (АБ) Два ворона крича, Летают с двух сторон"
6463,1,1,"Аранjы коо сынду, ээлгир, jеҥил базытту, курлаазынаҥ öткöн кара чачту, ак чырай- лу, карлагаштыҥ jайа салган канаттарын- дый кабакту","аранjы коо сынду, ээлгир, jеҥил базытту, курлаазынаҥ öткöн кара чачту, ак чырай- лу, карлагаштыҥ jайа салган канаттарын- дый кабакту","Арандьи, стройная, гибкая, с лёгкой походкой, с чёрной косой ниже талии, белолицая, с бровями, словно расправленные крылья ласточки",Б. Адаров,"Аранjы коо сынду, ээлгир, jеҥил базытту, курлаазынаҥ öткöн кара чачту, ак чырай- лу, карлагаштыҥ jайа салган канаттарын- дый кабакту (Б. Адаров) Арандьи, стройная, гибкая, с лёгкой походкой, с чёрной косой ниже талии, белолицая, с бровями, словно расправленные крылья ласточки"
6463,2,2,Ат курлаазы кар jаады,ат курлаазы кар jаады,Выпал большой снег (букв. снег по грудь лошади),Д. Каинчин,Ат курлаазы кар jаады (Д. Каинчин) Выпал большой снег (букв. снег по грудь лошади)
